	Full_Pathway	Sample_ID	Abundance	Pathway_ID	Pathway_Name	TaxID
2195	PWY-5695: inosine 5'-phosphate degradation|g__Chaetoceros.s__Chaetoceros_cf._neogracilis__1048532	ERR3980590	0.0	PWY-5695	inosine 5'-phosphate degradation	g__Chaetoceros.s__Chaetoceros_cf._neogracilis__1048532
2196	PWY-5695: inosine 5'-phosphate degradation|g__Chaetoceros.s__Chaetoceros_debilis__122233	ERR3980590	3.00697	PWY-5695	inosine 5'-phosphate degradation	g__Chaetoceros.s__Chaetoceros_debilis__122233
2197	PWY-5695: inosine 5'-phosphate degradation|g__Trieres.s__Trieres_chinensis__1514140	ERR3980590	0.0	PWY-5695	inosine 5'-phosphate degradation	g__Trieres.s__Trieres_chinensis__1514140
2198	PWY-5723: Rubisco shunt|g__Licmophora.s__Licmophora_paradoxa__515479	ERR3980590	0.0	PWY-5723	Rubisco shunt	g__Licmophora.s__Licmophora_paradoxa__515479
2199	PWY-5723: Rubisco shunt|g__Odontella.s__Odontella_aurita__265563	ERR3980590	0.0	PWY-5723	Rubisco shunt	g__Odontella.s__Odontella_aurita__265563
2200	PWY-5873: ubiquinol-7 biosynthesis (late decarboxylation)|g__Daphnia.s__Daphnia_pulex__6669	ERR3980590	0.0	PWY-5873	ubiquinol-7 biosynthesis (late decarboxylation)	g__Daphnia.s__Daphnia_pulex__6669
2201	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Asterionella.s__Asterionella_formosa__210441	ERR3980590	0.0	PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	g__Asterionella.s__Asterionella_formosa__210441
2202	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Coscinodiscus.s__Coscinodiscus_wailesii__671091	ERR3980590	0.0	PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	g__Coscinodiscus.s__Coscinodiscus_wailesii__671091
2203	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Durinskia.s__Durinskia_baltica__400756	ERR3980590	0.359643	PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	g__Durinskia.s__Durinskia_baltica__400756
2204	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619	ERR3980590	0.225061	PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619
2205	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Thalassionema.s__Thalassionema_frauenfeldii__186022	ERR3980590	0.0	PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	g__Thalassionema.s__Thalassionema_frauenfeldii__186022
2206	PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|g__Ammonia.s__Ammonia_sp.__43993	ERR3980590	0.0	PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	g__Ammonia.s__Ammonia_sp.__43993
2207	PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|g__Astrosyne.s__Astrosyne_radiata__1158023	ERR3980590	0.0	PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	g__Astrosyne.s__Astrosyne_radiata__1158023
2208	PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|g__Chattonella.s__Chattonella_subsalsa__44440	ERR3980590	0.0	PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	g__Chattonella.s__Chattonella_subsalsa__44440
2209	PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|g__Daphnia.s__Daphnia_pulex__6669	ERR3980590	0.0	PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	g__Daphnia.s__Daphnia_pulex__6669
2210	PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|g__Eurytemora.s__Eurytemora_affinis__88015	ERR3980590	10.9612	PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	g__Eurytemora.s__Eurytemora_affinis__88015
2211	PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|g__Hydrurus.s__Hydrurus_foetidus__2996	ERR3980590	0.0	PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	g__Hydrurus.s__Hydrurus_foetidus__2996
2212	PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619	ERR3980590	0.0	PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619
2213	PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|g__Madagascaria.s__Madagascaria_erythrocladioides__753684	ERR3980590	0.0	PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	g__Madagascaria.s__Madagascaria_erythrocladioides__753684
2214	PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|g__Microchloropsis.s__Microchloropsis_salina__1027361	ERR3980590	0.0	PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	g__Microchloropsis.s__Microchloropsis_salina__1027361
2215	PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|g__Paramoeba.s__Paramoeba_aestuarina__180227	ERR3980590	0.0	PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	g__Paramoeba.s__Paramoeba_aestuarina__180227
2216	PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|g__Partenskyella.s__Partenskyella_glossopodia__552666	ERR3980590	0.0	PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	g__Partenskyella.s__Partenskyella_glossopodia__552666
2217	PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|g__Pseudictyota.s__Pseudictyota_dubia__2749911	ERR3980590	0.0	PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	g__Pseudictyota.s__Pseudictyota_dubia__2749911
2218	PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|g__Schmidingerella.s__Schmidingerella_taraikaensis__626734	ERR3980590	0.0	PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	g__Schmidingerella.s__Schmidingerella_taraikaensis__626734
2219	PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|g__Stephanopyxis.s__Stephanopyxis_turris__515487	ERR3980590	0.0	PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	g__Stephanopyxis.s__Stephanopyxis_turris__515487
2220	PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|g__Strombidium.s__Strombidium_inclinatum__197538	ERR3980590	0.0	PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	g__Strombidium.s__Strombidium_inclinatum__197538
2221	PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|g__Strombidium.s__Strombidium_rassoulzadegani__1082188	ERR3980590	0.0	PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	g__Strombidium.s__Strombidium_rassoulzadegani__1082188
2222	PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|g__Stylophora.s__Stylophora_pistillata__50429	ERR3980590	0.0	PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	g__Stylophora.s__Stylophora_pistillata__50429
2223	PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|g__Vaucheria.s__Vaucheria_litorea__109269	ERR3980590	0.0	PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	g__Vaucheria.s__Vaucheria_litorea__109269
2224	PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)|g__unclassified.s__unclassified__72037	ERR3980590	60.768	PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	g__unclassified.s__unclassified__72037
2225	PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)|g__Chaetoceros.s__Chaetoceros_cf._neogracilis__1048532	ERR3980590	0.0	PWY-6435	4-hydroxybenzoate biosynthesis III (plants)	g__Chaetoceros.s__Chaetoceros_cf._neogracilis__1048532
2226	PWY-6609: adenine and adenosine salvage III|g__unclassified.s__unclassified__72037	ERR3980590	1.6701099999999998	PWY-6609	adenine and adenosine salvage III	g__unclassified.s__unclassified__72037
2227	PWY-6803: phosphatidylcholine acyl editing|g__Chaetoceros.s__Chaetoceros_dichaeta__420782	ERR3980590	0.0	PWY-6803	phosphatidylcholine acyl editing	g__Chaetoceros.s__Chaetoceros_dichaeta__420782
2228	PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Chaetoceros.s__Chaetoceros_cf._neogracilis__1048532	ERR3980590	0.0	PWY-7208	superpathway of pyrimidine nucleobases salvage	g__Chaetoceros.s__Chaetoceros_cf._neogracilis__1048532
2229	PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Chaetoceros.s__Chaetoceros_debilis__122233	ERR3980590	7.0576300000000005	PWY-7208	superpathway of pyrimidine nucleobases salvage	g__Chaetoceros.s__Chaetoceros_debilis__122233
2230	PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Chaetoceros.s__Chaetoceros_dichaeta__420782	ERR3980590	0.0	PWY-7208	superpathway of pyrimidine nucleobases salvage	g__Chaetoceros.s__Chaetoceros_dichaeta__420782
2231	PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Dactyliosolen.s__Dactyliosolen_fragilissimus__1118495	ERR3980590	0.0	PWY-7208	superpathway of pyrimidine nucleobases salvage	g__Dactyliosolen.s__Dactyliosolen_fragilissimus__1118495
2232	PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Detonula.s__Detonula_confervacea__83371	ERR3980590	1.11756	PWY-7208	superpathway of pyrimidine nucleobases salvage	g__Detonula.s__Detonula_confervacea__83371
2233	PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Durinskia.s__Durinskia_baltica__400756	ERR3980590	0.190816	PWY-7208	superpathway of pyrimidine nucleobases salvage	g__Durinskia.s__Durinskia_baltica__400756
2234	PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Eucampia.s__Eucampia_antarctica__49252	ERR3980590	0.0	PWY-7208	superpathway of pyrimidine nucleobases salvage	g__Eucampia.s__Eucampia_antarctica__49252
2235	PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619	ERR3980590	0.424335	PWY-7208	superpathway of pyrimidine nucleobases salvage	g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619
2236	PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Minutocellus.s__Minutocellus_polymorphus__265543	ERR3980590	0.0	PWY-7208	superpathway of pyrimidine nucleobases salvage	g__Minutocellus.s__Minutocellus_polymorphus__265543
2237	PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Thalassiosira.s__Thalassiosira_antarctica__160265	ERR3980590	0.0	PWY-7208	superpathway of pyrimidine nucleobases salvage	g__Thalassiosira.s__Thalassiosira_antarctica__160265
2238	PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Thalassiosira.s__Thalassiosira_punctigera__265564	ERR3980590	0.0	PWY-7208	superpathway of pyrimidine nucleobases salvage	g__Thalassiosira.s__Thalassiosira_punctigera__265564
2239	PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Thalassiosira.s__Thalassiosira_sp.__1891026	ERR3980590	0.0	PWY-7208	superpathway of pyrimidine nucleobases salvage	g__Thalassiosira.s__Thalassiosira_sp.__1891026
2240	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Ammonia.s__Ammonia_sp.__43993	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Ammonia.s__Ammonia_sp.__43993
2241	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Amphiprora.s__Amphiprora_paludosa__265537	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Amphiprora.s__Amphiprora_paludosa__265537
2242	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Amphiprora.s__Amphiprora_sp.__2608610	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Amphiprora.s__Amphiprora_sp.__2608610
2243	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Aplanochytrium.s__Aplanochytrium_sp.__2100755	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Aplanochytrium.s__Aplanochytrium_sp.__2100755
2244	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Asterionella.s__Asterionella_formosa__210441	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Asterionella.s__Asterionella_formosa__210441
2245	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Asterionellopsis.s__Asterionellopsis_glacialis__33640	ERR3980590	0.12058699999999999	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Asterionellopsis.s__Asterionellopsis_glacialis__33640
2246	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Attheya.s__Attheya_septentrionalis__420275	ERR3980590	0.159775	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Attheya.s__Attheya_septentrionalis__420275
2247	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Aulacoseira.s__Aulacoseira_subarctica__202472	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Aulacoseira.s__Aulacoseira_subarctica__202472
2248	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Chaetoceros.s__Chaetoceros_cf._neogracilis__1048532	ERR3980590	1.12039	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Chaetoceros.s__Chaetoceros_cf._neogracilis__1048532
2249	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Chaetoceros.s__Chaetoceros_debilis__122233	ERR3980590	5.24061	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Chaetoceros.s__Chaetoceros_debilis__122233
2250	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Chaetoceros.s__Chaetoceros_dichaeta__420782	ERR3980590	0.9328200000000001	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Chaetoceros.s__Chaetoceros_dichaeta__420782
2251	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Corethron.s__Corethron_hystrix__216773	ERR3980590	0.20289300000000002	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Corethron.s__Corethron_hystrix__216773
2252	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Coscinodiscus.s__Coscinodiscus_wailesii__671091	ERR3980590	0.6171760000000001	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Coscinodiscus.s__Coscinodiscus_wailesii__671091
2253	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Craspedostauros.s__Craspedostauros_australis__1486917	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Craspedostauros.s__Craspedostauros_australis__1486917
2254	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Cylindrotheca.s__Cylindrotheca_closterium__2856	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Cylindrotheca.s__Cylindrotheca_closterium__2856
2255	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Dactyliosolen.s__Dactyliosolen_fragilissimus__1118495	ERR3980590	0.740544	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Dactyliosolen.s__Dactyliosolen_fragilissimus__1118495
2256	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Detonula.s__Detonula_confervacea__83371	ERR3980590	2.45492	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Detonula.s__Detonula_confervacea__83371
2257	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Durinskia.s__Durinskia_baltica__400756	ERR3980590	4.93541	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Durinskia.s__Durinskia_baltica__400756
2258	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Eucampia.s__Eucampia_antarctica__49252	ERR3980590	0.256946	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Eucampia.s__Eucampia_antarctica__49252
2259	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Extubocellulus.s__Extubocellulus_spinifer__265572	ERR3980590	0.33737	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Extubocellulus.s__Extubocellulus_spinifer__265572
2260	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Fragilariopsis.s__Fragilariopsis_cylindrus__186039	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Fragilariopsis.s__Fragilariopsis_cylindrus__186039
2261	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Fragilariopsis.s__Fragilariopsis_kerguelensis__186038	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Fragilariopsis.s__Fragilariopsis_kerguelensis__186038
2262	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Geminigera.s__Geminigera_cryophila__46947	ERR3980590	0.885675	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Geminigera.s__Geminigera_cryophila__46947
2263	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Geminigera.s__unclassified__46946	ERR3980590	0.20913	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Geminigera.s__unclassified__46946
2264	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Grammatophora.s__Grammatophora_oceanica__210454	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Grammatophora.s__Grammatophora_oceanica__210454
2265	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619	ERR3980590	1.34325	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619
2266	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Leptocylindrus.s__Leptocylindrus_danicus__163516	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Leptocylindrus.s__Leptocylindrus_danicus__163516
2267	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Licmophora.s__Licmophora_paradoxa__515479	ERR3980590	0.0540664	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Licmophora.s__Licmophora_paradoxa__515479
2268	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Minutocellus.s__Minutocellus_polymorphus__265543	ERR3980590	1.44834	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Minutocellus.s__Minutocellus_polymorphus__265543
2269	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Paraphysomonas.s__Paraphysomonas_bandaiensis__89770	ERR3980590	0.835253	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Paraphysomonas.s__Paraphysomonas_bandaiensis__89770
2270	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Pelagococcus.s__Pelagococcus_subviridis__35679	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Pelagococcus.s__Pelagococcus_subviridis__35679
2271	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Protocruzia.s__Protocruzia_adherens__223996	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Protocruzia.s__Protocruzia_adherens__223996
2272	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Pseudictyota.s__Pseudictyota_dubia__2749911	ERR3980590	0.328441	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Pseudictyota.s__Pseudictyota_dubia__2749911
2273	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Pseudokeronopsis.s__Pseudokeronopsis_sp.__1634380	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Pseudokeronopsis.s__Pseudokeronopsis_sp.__1634380
2274	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Schmidingerella.s__Schmidingerella_taraikaensis__626734	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Schmidingerella.s__Schmidingerella_taraikaensis__626734
2275	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Stauroneis.s__Stauroneis_constricta__265584	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Stauroneis.s__Stauroneis_constricta__265584
2276	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Stephanopyxis.s__Stephanopyxis_turris__515487	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Stephanopyxis.s__Stephanopyxis_turris__515487
2277	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Striatella.s__Striatella_unipunctata__210618	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Striatella.s__Striatella_unipunctata__210618
2278	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Strombidium.s__Strombidium_rassoulzadegani__1082188	ERR3980590	0.654881	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Strombidium.s__Strombidium_rassoulzadegani__1082188
2279	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Thalassionema.s__Thalassionema_frauenfeldii__186022	ERR3980590	0.247619	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Thalassionema.s__Thalassionema_frauenfeldii__186022
2280	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Thalassionema.s__Thalassionema_nitzschioides__33649	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Thalassionema.s__Thalassionema_nitzschioides__33649
2281	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiosira.s__Thalassiosira_antarctica__160265	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiosira.s__Thalassiosira_antarctica__160265
2282	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiosira.s__Thalassiosira_oceanica__159749	ERR3980590	2.37636	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiosira.s__Thalassiosira_oceanica__159749
2283	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiosira.s__Thalassiosira_punctigera__265564	ERR3980590	0.30548000000000003	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiosira.s__Thalassiosira_punctigera__265564
2284	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiosira.s__Thalassiosira_rotula__49265	ERR3980590	0.706311	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiosira.s__Thalassiosira_rotula__49265
2285	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiosira.s__Thalassiosira_sp.__1891026	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiosira.s__Thalassiosira_sp.__1891026
2286	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiothrix.s__Thalassiothrix_antarctica__1049557	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiothrix.s__Thalassiothrix_antarctica__1049557
2287	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Thraustochytrium.s__Thraustochytrium_sp.__145168	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Thraustochytrium.s__Thraustochytrium_sp.__145168
2288	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Trieres.s__Trieres_chinensis__1514140	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Trieres.s__Trieres_chinensis__1514140
2289	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Tryblionella.s__Tryblionella_compressa__913974	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__Tryblionella.s__Tryblionella_compressa__913974
2290	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__unclassified.s__unclassified__200605	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__unclassified.s__unclassified__200605
2291	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__unclassified.s__unclassified__33852	ERR3980590	0.0	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__unclassified.s__unclassified__33852
2292	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__unclassified.s__unclassified__41302	ERR3980590	9.40685	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	g__unclassified.s__unclassified__41302
2293	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Chaetoceros.s__Chaetoceros_debilis__122233	ERR3980590	2.73211	PWY-7221	guanosine ribonucleotides de novo biosynthesis	g__Chaetoceros.s__Chaetoceros_debilis__122233
2294	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Thalassionema.s__Thalassionema_frauenfeldii__186022	ERR3980590	0.0	PWY-7221	guanosine ribonucleotides de novo biosynthesis	g__Thalassionema.s__Thalassionema_frauenfeldii__186022
2295	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Thalassiosira.s__Thalassiosira_antarctica__160265	ERR3980590	0.0	PWY-7221	guanosine ribonucleotides de novo biosynthesis	g__Thalassiosira.s__Thalassiosira_antarctica__160265
2296	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Ammonia.s__Ammonia_sp.__43993	ERR3980590	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Ammonia.s__Ammonia_sp.__43993
2297	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Amphiprora.s__Amphiprora_paludosa__265537	ERR3980590	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Amphiprora.s__Amphiprora_paludosa__265537
2298	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Amphiprora.s__Amphiprora_sp.__2608610	ERR3980590	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Amphiprora.s__Amphiprora_sp.__2608610
2299	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Aplanochytrium.s__Aplanochytrium_sp.__2100755	ERR3980590	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Aplanochytrium.s__Aplanochytrium_sp.__2100755
2300	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Asterionella.s__Asterionella_formosa__210441	ERR3980590	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Asterionella.s__Asterionella_formosa__210441
2301	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Asterionellopsis.s__Asterionellopsis_glacialis__33640	ERR3980590	0.12058699999999999	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Asterionellopsis.s__Asterionellopsis_glacialis__33640
2302	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Attheya.s__Attheya_septentrionalis__420275	ERR3980590	0.159775	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Attheya.s__Attheya_septentrionalis__420275
