	Full_Pathway	Sample_ID	Abundance	Pathway_ID	Pathway_Name	TaxID
3209	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Rhodomonas.s__Rhodomonas_abbreviata__46948	SRR8039456	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Rhodomonas.s__Rhodomonas_abbreviata__46948
3210	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Rhodomonas.s__Rhodomonas_lens__354590	SRR8039456	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Rhodomonas.s__Rhodomonas_lens__354590
3211	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Schmidingerella.s__Schmidingerella_taraikaensis__626734	SRR8039456	16.6589	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Schmidingerella.s__Schmidingerella_taraikaensis__626734
3212	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Scyphosphaera.s__Scyphosphaera_apsteinii__418940	SRR8039456	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Scyphosphaera.s__Scyphosphaera_apsteinii__418940
3213	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Shewanella.s__Shewanella_frigidimarina__56812	SRR8039456	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Shewanella.s__Shewanella_frigidimarina__56812
3214	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Sorites.s__Sorites_sp.__126664	SRR8039456	1.73042	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Sorites.s__Sorites_sp.__126664
3215	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Stephanopyxis.s__Stephanopyxis_turris__515487	SRR8039456	0.11598	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Stephanopyxis.s__Stephanopyxis_turris__515487
3216	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Striatella.s__Striatella_unipunctata__210618	SRR8039456	2.12809	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Striatella.s__Striatella_unipunctata__210618
3217	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Strombidium.s__Strombidium_rassoulzadegani__1082188	SRR8039456	5.2019	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Strombidium.s__Strombidium_rassoulzadegani__1082188
3218	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Stygamoeba.s__Stygamoeba_regulata__1042828	SRR8039456	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Stygamoeba.s__Stygamoeba_regulata__1042828
3219	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Symbiodinium.s__Symbiodinium_sp._clade_A__1563115	SRR8039456	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Symbiodinium.s__Symbiodinium_sp._clade_A__1563115
3220	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Tetraselmis.s__Tetraselmis_astigmatica__1074897	SRR8039456	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Tetraselmis.s__Tetraselmis_astigmatica__1074897
3221	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thalassionema.s__Thalassionema_frauenfeldii__186022	SRR8039456	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thalassionema.s__Thalassionema_frauenfeldii__186022
3222	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiosira.s__Thalassiosira_antarctica__160265	SRR8039456	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiosira.s__Thalassiosira_antarctica__160265
3223	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiosira.s__Thalassiosira_oceanica__159749	SRR8039456	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiosira.s__Thalassiosira_oceanica__159749
3224	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiosira.s__Thalassiosira_punctigera__265564	SRR8039456	1.18204	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiosira.s__Thalassiosira_punctigera__265564
3225	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thalassiothrix.s__Thalassiothrix_antarctica__1049557	SRR8039456	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thalassiothrix.s__Thalassiothrix_antarctica__1049557
3226	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thalassospira.s__Thalassospira_sp.__1912094	SRR8039456	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thalassospira.s__Thalassospira_sp.__1912094
3227	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Thraustochytrium.s__Thraustochytrium_sp.__145168	SRR8039456	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Thraustochytrium.s__Thraustochytrium_sp.__145168
3228	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Tigriopus.s__Tigriopus_kingsejongensis__1133412	SRR8039456	12.9378	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Tigriopus.s__Tigriopus_kingsejongensis__1133412
3229	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Togula.s__Togula_jolla__285029	SRR8039456	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Togula.s__Togula_jolla__285029
3230	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Trieres.s__Trieres_chinensis__1514140	SRR8039456	1.22503	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Trieres.s__Trieres_chinensis__1514140
3231	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Tryblionella.s__Tryblionella_compressa__913974	SRR8039456	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Tryblionella.s__Tryblionella_compressa__913974
3232	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Vaucheria.s__Vaucheria_litorea__109269	SRR8039456	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Vaucheria.s__Vaucheria_litorea__109269
3233	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Verruconis.s__Verruconis_gallopava__253628	SRR8039456	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__Verruconis.s__Verruconis_gallopava__253628
3234	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__unclassified.s__unclassified__200605	SRR8039456	10.7933	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__unclassified.s__unclassified__200605
3235	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__unclassified.s__unclassified__41302	SRR8039456	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__unclassified.s__unclassified__41302
3236	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__unclassified.s__unclassified__98651	SRR8039456	0.0	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	g__unclassified.s__unclassified__98651
3237	PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Polaribacter.s__uncultured_Polaribacter_sp.__174711	SRR8039456	0.0	PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	g__Polaribacter.s__uncultured_Polaribacter_sp.__174711
3238	PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039456	0.0	PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	g__Synechococcus.s__Synechococcus_sp_BL107
3239	PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039456	0.0	PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	g__Synechococcus.s__Synechococcus_sp_CC9902
3240	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Durinskia.s__Durinskia_baltica__400756	SRR8039456	0.522093	PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	g__Durinskia.s__Durinskia_baltica__400756
3241	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619	SRR8039456	0.0	PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619
3242	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Togula.s__Togula_jolla__285029	SRR8039456	0.0	PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	g__Togula.s__Togula_jolla__285029
3243	PWY-7234: inosine-5'-phosphate biosynthesis III|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039456	0.0	PWY-7234	inosine-5'-phosphate biosynthesis III	g__Synechococcus.s__Synechococcus_sp_BL107
3244	PWY-7234: inosine-5'-phosphate biosynthesis III|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039456	0.0	PWY-7234	inosine-5'-phosphate biosynthesis III	g__Synechococcus.s__Synechococcus_sp_CC9902
3245	PWY-7238: sucrose biosynthesis II|g__Bathycoccus.s__unclassified__41874	SRR8039456	0.0	PWY-7238	sucrose biosynthesis II	g__Bathycoccus.s__unclassified__41874
3246	PWY-7238: sucrose biosynthesis II|g__Micromonas.s__unclassified__38832	SRR8039456	0.0	PWY-7238	sucrose biosynthesis II	g__Micromonas.s__unclassified__38832
3247	PWY-7238: sucrose biosynthesis II|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039456	0.0	PWY-7238	sucrose biosynthesis II	g__Synechococcus.s__Synechococcus_sp_BL107
3248	PWY-7238: sucrose biosynthesis II|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039456	0.0	PWY-7238	sucrose biosynthesis II	g__Synechococcus.s__Synechococcus_sp_CC9902
3249	PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039456	0.0	PWY-724	superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	g__Synechococcus.s__Synechococcus_sp_BL107
3250	PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039456	0.0	PWY-724	superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	g__Synechococcus.s__Synechococcus_sp_CC9902
3251	PWY-7560: methylerythritol phosphate pathway II|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039456	0.0	PWY-7560	methylerythritol phosphate pathway II	g__Synechococcus.s__Synechococcus_sp_BL107
3252	PWY-7560: methylerythritol phosphate pathway II|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039456	0.0	PWY-7560	methylerythritol phosphate pathway II	g__Synechococcus.s__Synechococcus_sp_CC9902
3253	PWY-7663: gondoate biosynthesis (anaerobic)|g__Prochlorococcus.s__Prochlorococcus_sp_MIT_0801	SRR8039456	0.0	PWY-7663	gondoate biosynthesis (anaerobic)	g__Prochlorococcus.s__Prochlorococcus_sp_MIT_0801
3254	PWY-7663: gondoate biosynthesis (anaerobic)|g__Pseudopedinella.s__Pseudopedinella_elastica__35684	SRR8039456	0.0	PWY-7663	gondoate biosynthesis (anaerobic)	g__Pseudopedinella.s__Pseudopedinella_elastica__35684
3255	PWY-7790: UMP biosynthesis II|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039456	0.0	PWY-7790	UMP biosynthesis II	g__Synechococcus.s__Synechococcus_sp_BL107
3256	PWY-7790: UMP biosynthesis II|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039456	0.0	PWY-7790	UMP biosynthesis II	g__Synechococcus.s__Synechococcus_sp_CC9902
3257	PWY-7791: UMP biosynthesis III|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039456	0.0	PWY-7791	UMP biosynthesis III	g__Synechococcus.s__Synechococcus_sp_BL107
3258	PWY-7791: UMP biosynthesis III|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039456	0.0	PWY-7791	UMP biosynthesis III	g__Synechococcus.s__Synechococcus_sp_CC9902
3259	PWY-7902: glucosylglycerol biosynthesis|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039456	0.0	PWY-7902	glucosylglycerol biosynthesis	g__Synechococcus.s__Synechococcus_sp_CC9902
3260	PWY-7977: L-methionine biosynthesis IV|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039456	0.0	PWY-7977	L-methionine biosynthesis IV	g__Synechococcus.s__Synechococcus_sp_BL107
3261	PWY-7977: L-methionine biosynthesis IV|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039456	0.0	PWY-7977	L-methionine biosynthesis IV	g__Synechococcus.s__Synechococcus_sp_CC9902
3262	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Apocalathium.s__Apocalathium_aciculiferum__268820	SRR8039456	0.0	PWY-8178	pentose phosphate pathway (non-oxidative branch) II	g__Apocalathium.s__Apocalathium_aciculiferum__268820
3263	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Prymnesium.s__Prymnesium_polylepis__72548	SRR8039456	0.0	PWY-8178	pentose phosphate pathway (non-oxidative branch) II	g__Prymnesium.s__Prymnesium_polylepis__72548
3264	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Scyphosphaera.s__Scyphosphaera_apsteinii__418940	SRR8039456	0.0	PWY-8178	pentose phosphate pathway (non-oxidative branch) II	g__Scyphosphaera.s__Scyphosphaera_apsteinii__418940
3265	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039456	0.0	PWY-8178	pentose phosphate pathway (non-oxidative branch) II	g__Synechococcus.s__Synechococcus_sp_BL107
3266	PWY-8178: pentose phosphate pathway (non-oxidative branch) II|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039456	22.1468	PWY-8178	pentose phosphate pathway (non-oxidative branch) II	g__Synechococcus.s__Synechococcus_sp_CC9902
3267	PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Karenia.s__Karenia_brevis__156230	SRR8039456	0.0	PWY-8187	L-arginine degradation XIII (reductive Stickland reaction)	g__Karenia.s__Karenia_brevis__156230
3268	PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Pseudomonas.s__Pseudomonas_sp._SDM007_2__2812898	SRR8039456	0.0	PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	g__Pseudomonas.s__Pseudomonas_sp._SDM007_2__2812898
3269	PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039456	0.0	PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	g__Synechococcus.s__Synechococcus_sp_BL107
3270	PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039456	0.0	PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	g__Synechococcus.s__Synechococcus_sp_CC9902
3271	PWY1ZNC-1: assimilatory sulfate reduction IV|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039456	0.0	PWY1ZNC-1	assimilatory sulfate reduction IV	g__Synechococcus.s__Synechococcus_sp_BL107
3272	PWY1ZNC-1: assimilatory sulfate reduction IV|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039456	12.4009	PWY1ZNC-1	assimilatory sulfate reduction IV	g__Synechococcus.s__Synechococcus_sp_CC9902
3273	PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Formosa.s__Formosa_sp.__2018467	SRR8039456	0.0	PWY66-429	fatty acid biosynthesis initiation (mitochondria)	g__Formosa.s__Formosa_sp.__2018467
3274	PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039456	0.0	PWY66-429	fatty acid biosynthesis initiation (mitochondria)	g__Synechococcus.s__Synechococcus_sp_BL107
3275	PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039456	0.0	PWY66-429	fatty acid biosynthesis initiation (mitochondria)	g__Synechococcus.s__Synechococcus_sp_CC9902
3276	SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619	SRR8039456	0.0	SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	g__Kryptoperidinium.s__Kryptoperidinium_foliaceum__160619
3277	SO4ASSIM-PWY: assimilatory sulfate reduction I|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039456	0.0	SO4ASSIM-PWY	assimilatory sulfate reduction I	g__Synechococcus.s__Synechococcus_sp_BL107
3278	SO4ASSIM-PWY: assimilatory sulfate reduction I|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039456	12.4009	SO4ASSIM-PWY	assimilatory sulfate reduction I	g__Synechococcus.s__Synechococcus_sp_CC9902
3279	THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039456	0.0	THRESYN-PWY	superpathway of L-threonine biosynthesis	g__Synechococcus.s__Synechococcus_sp_BL107
3280	THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039456	0.0	THRESYN-PWY	superpathway of L-threonine biosynthesis	g__Synechococcus.s__Synechococcus_sp_CC9902
3281	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Synechococcus.s__Synechococcus_sp._BS30m-G30__2781771	SRR8039456	0.0	UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	g__Synechococcus.s__Synechococcus_sp._BS30m-G30__2781771
3282	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Synechococcus.s__Synechococcus_sp._BS30m-G31__2781772	SRR8039456	0.0	UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	g__Synechococcus.s__Synechococcus_sp._BS30m-G31__2781772
3283	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039456	0.0	UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	g__Synechococcus.s__Synechococcus_sp_BL107
3284	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039456	0.0	UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	g__Synechococcus.s__Synechococcus_sp_CC9902
3285	VALSYN-PWY: L-valine biosynthesis|g__Planktomarina.s__Planktomarina_temperata__1284658	SRR8039456	0.0	VALSYN-PWY	L-valine biosynthesis	g__Planktomarina.s__Planktomarina_temperata__1284658
3286	VALSYN-PWY: L-valine biosynthesis|g__Prochlorococcus.s__Prochlorococcus_sp_MIT_0801	SRR8039456	0.0	VALSYN-PWY	L-valine biosynthesis	g__Prochlorococcus.s__Prochlorococcus_sp_MIT_0801
3287	VALSYN-PWY: L-valine biosynthesis|g__Rhodobacterales_unclassified.s__Rhodobacterales_bacterium_HTCC2255	SRR8039456	0.0	VALSYN-PWY	L-valine biosynthesis	g__Rhodobacterales_unclassified.s__Rhodobacterales_bacterium_HTCC2255
3288	VALSYN-PWY: L-valine biosynthesis|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039456	0.0	VALSYN-PWY	L-valine biosynthesis	g__Synechococcus.s__Synechococcus_sp_BL107
3289	VALSYN-PWY: L-valine biosynthesis|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039456	0.0	VALSYN-PWY	L-valine biosynthesis	g__Synechococcus.s__Synechococcus_sp_CC9902
3290	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Asterionella.s__Asterionella_formosa__210441	SRR8039457	0.0	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	g__Asterionella.s__Asterionella_formosa__210441
3291	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Attheya.s__Attheya_septentrionalis__420275	SRR8039457	0.0	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	g__Attheya.s__Attheya_septentrionalis__420275
3292	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Chaetoceros.s__Chaetoceros_dichaeta__420782	SRR8039457	0.0	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	g__Chaetoceros.s__Chaetoceros_dichaeta__420782
3293	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Coscinodiscus.s__Coscinodiscus_wailesii__671091	SRR8039457	0.0	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	g__Coscinodiscus.s__Coscinodiscus_wailesii__671091
3294	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Dactyliosolen.s__Dactyliosolen_fragilissimus__1118495	SRR8039457	0.0	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	g__Dactyliosolen.s__Dactyliosolen_fragilissimus__1118495
3295	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Eucampia.s__Eucampia_antarctica__49252	SRR8039457	0.0	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	g__Eucampia.s__Eucampia_antarctica__49252
3296	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Geminigera.s__Geminigera_cryophila__46947	SRR8039457	0.0	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	g__Geminigera.s__Geminigera_cryophila__46947
3297	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Nitzschia.s__Nitzschia_putrida__2742595	SRR8039457	0.0	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	g__Nitzschia.s__Nitzschia_putrida__2742595
3298	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Odontella.s__Odontella_aurita__265563	SRR8039457	0.0	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	g__Odontella.s__Odontella_aurita__265563
3299	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Rhodomonas.s__Rhodomonas_abbreviata__46948	SRR8039457	0.0	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	g__Rhodomonas.s__Rhodomonas_abbreviata__46948
3300	ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Rhodomonas.s__Rhodomonas_lens__354590	SRR8039457	0.0	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	g__Rhodomonas.s__Rhodomonas_lens__354590
3301	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039457	0.0	ARGSYN-PWY	L-arginine biosynthesis I (via L-ornithine)	g__Synechococcus.s__Synechococcus_sp_BL107
3302	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039457	0.0	ARGSYN-PWY	L-arginine biosynthesis I (via L-ornithine)	g__Synechococcus.s__Synechococcus_sp_CC9902
3303	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039457	0.0	ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	g__Synechococcus.s__Synechococcus_sp_BL107
3304	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039457	0.0	ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	g__Synechococcus.s__Synechococcus_sp_CC9902
3305	ARO-PWY: chorismate biosynthesis I|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039457	0.0	ARO-PWY	chorismate biosynthesis I	g__Synechococcus.s__Synechococcus_sp_BL107
3306	ARO-PWY: chorismate biosynthesis I|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039457	0.0	ARO-PWY	chorismate biosynthesis I	g__Synechococcus.s__Synechococcus_sp_CC9902
3307	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039457	17.2075	BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched chain amino acid biosynthesis	g__Synechococcus.s__Synechococcus_sp_BL107
3308	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039457	14.2565	BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched chain amino acid biosynthesis	g__Synechococcus.s__Synechococcus_sp_CC9902
3309	CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Cylindrotheca.s__Cylindrotheca_closterium__2856	SRR8039457	0.461626	CALVIN-PWY	Calvin-Benson-Bassham cycle	g__Cylindrotheca.s__Cylindrotheca_closterium__2856
3310	CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Odontella.s__Odontella_aurita__265563	SRR8039457	0.0	CALVIN-PWY	Calvin-Benson-Bassham cycle	g__Odontella.s__Odontella_aurita__265563
3311	CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Pseudictyota.s__Pseudictyota_dubia__2749911	SRR8039457	0.0	CALVIN-PWY	Calvin-Benson-Bassham cycle	g__Pseudictyota.s__Pseudictyota_dubia__2749911
3312	CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039457	82.7835	CALVIN-PWY	Calvin-Benson-Bassham cycle	g__Synechococcus.s__Synechococcus_sp_BL107
3313	CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Synechococcus.s__Synechococcus_sp_CC9902	SRR8039457	174.306	CALVIN-PWY	Calvin-Benson-Bassham cycle	g__Synechococcus.s__Synechococcus_sp_CC9902
3314	CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)|g__Bathycoccus.s__Bathycoccus_prasinos__41875	SRR8039457	0.0	CHLOROPHYLL-SYN	3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	g__Bathycoccus.s__Bathycoccus_prasinos__41875
3315	CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)|g__Bathycoccus.s__unclassified__41874	SRR8039457	0.0	CHLOROPHYLL-SYN	3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	g__Bathycoccus.s__unclassified__41874
3316	CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)|g__Prochlorococcus.s__Prochlorococcus_sp_MIT_0801	SRR8039457	0.0	CHLOROPHYLL-SYN	3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	g__Prochlorococcus.s__Prochlorococcus_sp_MIT_0801
3317	CHLOROPHYLL-SYN: 3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)|g__Synechococcus.s__Synechococcus_sp_BL107	SRR8039457	13.7437	CHLOROPHYLL-SYN	3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	g__Synechococcus.s__Synechococcus_sp_BL107
